Вид,Код,Име,Публикувано,Подбран ли е?,Видимост в каталога,Кратко описание,Описание,Начална дата на намалението,Крайна дата на намалението,Състояние на таксата,Клас на такса,В наличност?,Наличност,Ниска наличност,Разрешаване на поръчки при изчерпани наличности?,Индивидуално продаване?,Тегло (kg),Дължина (cm),Ширина (cm),Височина (cm),Да се позволи ли на потребителите да въвеждат отзиви?,Бележка при поръчка,Промоционална цена:,Редовна цена:,Категории,Етикети,Клас на доставка,Изображения,Лимит на изтеглянията,Дни на валидност на възможността за изтегляне,Родителски,Групирани продукти,По-скъпи,Свързани,Външен адрес,Текст на бутон,Позиция,Featured attributes,Име на атрибута 1,Стойност(и) на атрибута 1,Атрибутът 1 е видим,Глобален ли е атрибутът 1,Име на атрибута 2,Стойност(и) на атрибута 2,Атрибутът 2 е видим,Глобален ли е атрибутът 2,Име на атрибута 3,Стойност(и) на атрибута 3,Атрибутът 3 е видим,Глобален ли е атрибутът 3,Име на атрибута 4,Стойност(и) на атрибута 4,Атрибутът 4 е видим,Глобален ли е атрибутът 4,Мета: rank_math_internal_links_processed,Мета: inline_featured_image,Мета: _wp_page_template,Мета: _oembed_time_4bb1519c0d48216668f4635d642ba059,Мета: _oembed_time_043af4273a985994ffee89f50281f2c0,Мета: _oembed_time_35685db3bb5eeefe73cf191626b3d519,Мета: _wp_old_date,Мета: rank_math_seo_score,Мета: rank_math_primary_product_cat,Мета: rank_math_focus_keyword,Мета: rank_math_description
"simple","4304-P","Помпа крачна руска","1","0","visible","Помпа крачна руска. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!","Помпа крачна руска
<h4>Характеристики</h4>
<ul>
	
	<li>Крачна помпа подходяща за велосипеди,мотоциклети и автомобили.</li>
	<li>Манометър измерващ налягането на гумата в барове.</li>
	<li>Компактен дизайн заемащ малко пространство.</li>
</ul>
<p>&nbsp; &nbsp; &nbsp; Размер на тялото с буталото:</p>
<ul>
	<li>Диаметър: 80мм</li>
	<li>Дължина: 130мм</li>
</ul>","","","taxable","","1","","","0","0","","","","","1","","","21","Аксесоари, Аксесоари > Компресори и помпи","","","https://carszona.com/wp-content/uploads/2022/05/carsz.jpg","","","","","","","","","0","a:3:{i:0;s:8:""pa_phone"";i:1;s:8:""pa_ekont"";i:2;s:9:""pa_speedy"";}","Производител","Universal","1","1","Телефон за поръчки","088-595-6256","1","1","Доставка с Еконт","Да","1","1","Доставка със Спиди","Да","1","1","1","0","default","1650192542","1650192558","1650192558","2021-01-07","63","885","Помпа крачна руска","Помпа крачна руска. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!"
"simple","43016-P","Помпа крачна ДВУБУТАЛНА - 4310","1","0","visible","Помпа крачна ДВУБУТАЛНА - 4310. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!","Помпа крачна ДВУБУТАЛНА - 4310
<p>Крачна помпа с манометър, стабилна основа и алуминиеви цилиндри.</p>
<h4>Характеристики</h4>
<ul>
	
	<li>Крачна помпа подходяща за топки и надуваеми принадлежности, велосипеди,мотоциклети и автомобили.</li>
	<li>Двоен накрайник на маркуча за помпане и три допълнителни.</li>
	<li>Манометър измерващ налягането на гумата в барове.</li>
	<li>Алуминиеви цилиндри.</li>
	<li>Педал с гумено покритие, осигуряващ по-голям контакт.</li>
	<li>Подсилена основа - по-голяма стабилност при работа с помпата.</li>
	<li>Гумени подложки - по-добър контакт с повърхността.</li>
	<li>Бутон Lock / Unlock - отключване и заключване на помпата.</li>
	<li>Компактен дизайн заемащ малко пространство.</li>
</ul>","","","taxable","","1","","","0","0","","","","","1","","","22","Аксесоари, Аксесоари > Компресори и помпи","","","https://carszona.com/wp-content/uploads/2022/05/carsz.jpg","","","","","","","","","0","a:3:{i:0;s:8:""pa_phone"";i:1;s:8:""pa_ekont"";i:2;s:9:""pa_speedy"";}","Производител","Universal","1","1","Телефон за поръчки","088-595-6256","1","1","Доставка с Еконт","Да","1","1","Доставка със Спиди","Да","1","1","1","0","default","1650192542","1650192558","1650192558","2021-01-07","63","885","Помпа крачна ДВУБУТАЛНА - 4310","Помпа крачна ДВУБУТАЛНА - 4310. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!"
"simple","43006-P","Помпа крачна - 9809","1","0","visible","Помпа крачна - 9809. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!","Помпа крачна - 9809
<h4>Характеристики</h4>
<ul>
	
	<li>Крачна помпа подходяща за велосипеди,мотоциклети и автомобили.</li>
	<li>Двоен накрайник на маркуча за помепене.</li>
	<li>Манометър измерващ налягането на гумата в барове.</li>
	<li>Корпус от висококачествена пластмаса.</li>
	<li>Компактен дизайн заемащ малко пространство.</li>
	<li>Два накрайника за помпене на топки, басейни и други.</li>
</ul>","","","taxable","","1","","","0","0","","","","","1","","","10","Аксесоари, Аксесоари > Компресори и помпи","","","https://carszona.com/wp-content/uploads/2022/05/carsz.jpg","","","","","","","","","0","a:3:{i:0;s:8:""pa_phone"";i:1;s:8:""pa_ekont"";i:2;s:9:""pa_speedy"";}","Производител","Universal","1","1","Телефон за поръчки","088-595-6256","1","1","Доставка с Еконт","Да","1","1","Доставка със Спиди","Да","1","1","1","0","default","1650192542","1650192558","1650192558","2021-01-07","63","885","Помпа крачна - 9809","Помпа крачна - 9809. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!"
"simple","43019-P","Електрическа помпа 12V - 1301","1","0","visible","Електрическа помпа 12V - 1301. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!","Електрическа помпа 12V - 1301
<h4>Характеристики</h4>
<ul>
	
	<li>Електрическата помпа е със сериозен капацитет, за да успее да надуе голям дюшек, матрак, лодка или басейн.</li>
	<li>Лесно напомпване и изпомпване.</li>
	<li>Мощност: 80W.</li>
	<li>Мотор: 8500 об./мин.</li>
	<li>Потребление на ток: 0.3А.</li>
	<li>Производителност: 216л./мин.</li>
	<li>Максимално работно налягане: 0.55 PSI.</li>
	<li>С два накрайника в комплекта.</li>
	<li>Бутон за включване и изключване.</li>
</ul>","","","taxable","","1","","","0","0","","","","","1","","","19","Аксесоари, Аксесоари > Компресори и помпи","","","https://carszona.com/wp-content/uploads/2022/05/carsz.jpg","","","","","","","","","0","a:3:{i:0;s:8:""pa_phone"";i:1;s:8:""pa_ekont"";i:2;s:9:""pa_speedy"";}","Производител","Universal","1","1","Телефон за поръчки","088-595-6256","1","1","Доставка с Еконт","Да","1","1","Доставка със Спиди","Да","1","1","1","0","default","1650192542","1650192558","1650192558","2021-01-07","63","885","Електрическа помпа 12V - 1301","Електрическа помпа 12V - 1301. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!"
"simple","43028-P","Помпа ръчна с манометър - 2384","1","0","visible","Помпа ръчна с манометър - 2384. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!","Помпа ръчна с манометър - 2384
<h4>Характеристики</h4>
<ul>
	
	<li>Универсална PVC помпа, съвместима с всички вентили.</li>
	<li>Ръчната механична помпа има възможност за закрепване на различни накрайници.</li>
	<li>Глава с две дупки, съответстващи на всеки вид.</li>
	<li>Подходяща за помпане на гуми на различни видове велосипеди, топки, дюшеци и др.</li>
	<li>Разполага със степенка.</li>
	<li>Помпата има здрав, метален корпус и стабилна основа.</li>
	<li>Дръжката за помпане е ергономична за максимален комфорт.</li>
	<li>Манометъра е от 0 до 11 BAR или 0 до 160 PSI.</li>
</ul>","","","taxable","","1","","","0","0","","","","","1","","","17","Аксесоари, Аксесоари > Компресори и помпи","","","https://carszona.com/wp-content/uploads/2022/05/carsz.jpg","","","","","","","","","0","a:3:{i:0;s:8:""pa_phone"";i:1;s:8:""pa_ekont"";i:2;s:9:""pa_speedy"";}","Производител","Universal","1","1","Телефон за поръчки","088-595-6256","1","1","Доставка с Еконт","Да","1","1","Доставка със Спиди","Да","1","1","1","0","default","1650192542","1650192558","1650192558","2021-01-07","63","885","Помпа ръчна с манометър - 2384","Помпа ръчна с манометър - 2384. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!"
"simple","18100-P","Комплект за лепене на гуми","1","0","visible","Комплект за лепене на гуми. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!","Комплект за лепене на гуми
<h4>Характеристики</h4>
<ul>
	
	<li>1 брой шило за поставяне на фитили.</li>
	<li>1 брой шило за почистване на гумата.</li>
	<li>3 броя фитили с дължина 100мм.</li>
	<li>Шилата са с удобни пластмасови дръжки.</li>
	<li>Подходящ за всякакви външни гуми.</li>
</ul>","","","taxable","","1","","","0","0","","","","","1","","","3","Аксесоари, Аксесоари > Компресори и помпи","","","https://carszona.com/wp-content/uploads/2022/05/carsz.jpg","","","","","","","","","0","a:3:{i:0;s:8:""pa_phone"";i:1;s:8:""pa_ekont"";i:2;s:9:""pa_speedy"";}","Производител","Universal","1","1","Телефон за поръчки","088-595-6256","1","1","Доставка с Еконт","Да","1","1","Доставка със Спиди","Да","1","1","1","0","default","1650192542","1650192558","1650192558","2021-01-07","63","885","Комплект за лепене на гуми","Комплект за лепене на гуми. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!"
"simple","181732-P","Комплект за лепене на гуми - 0307","1","0","visible","Комплект за лепене на гуми - 0307. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!","Комплект за лепене на гуми - 0307
<h4>Характеристики</h4>
<ul>
	
	<li>1 брой шило за поставяне на фитили.</li>
	<li>1 брой шило за почистване на гумата.</li>
	<li>5 броя фитили с дължина 100мм.</li>
	<li>Шилата са с удобни пластмасови дръжки.</li>
	<li>Подходящ за всякакви външни гуми.</li>
</ul>","","","taxable","","1","","","0","0","","","","","1","","","5","Аксесоари, Аксесоари > Компресори и помпи","","","https://carszona.com/wp-content/uploads/2022/05/carsz.jpg","","","","","","","","","0","a:3:{i:0;s:8:""pa_phone"";i:1;s:8:""pa_ekont"";i:2;s:9:""pa_speedy"";}","Производител","Universal","1","1","Телефон за поръчки","088-595-6256","1","1","Доставка с Еконт","Да","1","1","Доставка със Спиди","Да","1","1","1","0","default","1650192542","1650192558","1650192558","2021-01-07","63","885","Комплект за лепене на гуми - 0307","Комплект за лепене на гуми - 0307. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!"
"simple","18504-P","Комплект за лепене на гуми метален - 1170","1","0","visible","Комплект за лепене на гуми метален - 1170. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!","Комплект за лепене на гуми метален - 1170
<h4>Характеристики</h4>
<ul>
	
	<li>Метален комплект за лепене на гуми.</li>
	<li>Шилата са с удобни метални дръжки.</li>
	<li>Подходящ за всякакви външни гуми.</li>
</ul>
<ul>
	<li>1 брой лепило.</li>
	<li>1 брой шило за поставяне на фитили.</li>
	<li>1 брой шило за почистване на гумата.</li>
	<li>1 брой нож</li>
	<li>5 броя фитили с дължина 100мм.</li>
</ul>","","","taxable","","1","","","0","0","","","","","1","","","10","Аксесоари, Аксесоари > Компресори и помпи","","","https://carszona.com/wp-content/uploads/2022/05/carsz.jpg","","","","","","","","","0","a:3:{i:0;s:8:""pa_phone"";i:1;s:8:""pa_ekont"";i:2;s:9:""pa_speedy"";}","Производител","Universal","1","1","Телефон за поръчки","088-595-6256","1","1","Доставка с Еконт","Да","1","1","Доставка със Спиди","Да","1","1","1","0","default","1650192542","1650192558","1650192558","2021-01-07","63","885","Комплект за лепене на гуми метален - 1170","Комплект за лепене на гуми метален - 1170. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!"
"simple","182060-P","фитили за гуми 5бр. в лента 20см","1","0","visible","фитили за гуми 5бр. в лента 20см. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!","фитили за гуми 5бр. в лента 20см
<h4>Характеристики</h4>
<ul>
	
	<li>Дължина на фитила 20см</li>
	<li>Поставя се без допълнително лепило</li>
	<li>Високо качество на изработка</li>
	<li><strong>В една кутия има 6 ленти</strong></li>
	<li><strong><span style=""color: #ff0000;"">Цената е за 1 брой лента от 5 броя фитили !</span></strong></li>
</ul>","","","taxable","","1","","","0","0","","","","","1","","","2","Аксесоари, Аксесоари > Компресори и помпи","","","https://carszona.com/wp-content/uploads/2022/05/carsz.jpg","","","","","","","","","0","a:3:{i:0;s:8:""pa_phone"";i:1;s:8:""pa_ekont"";i:2;s:9:""pa_speedy"";}","Производител","Universal","1","1","Телефон за поръчки","088-595-6256","1","1","Доставка с Еконт","Да","1","1","Доставка със Спиди","Да","1","1","1","0","default","1650192542","1650192558","1650192558","2021-01-07","63","885","фитили за гуми 5бр. в лента 20см","фитили за гуми 5бр. в лента 20см. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!"
"simple","18909-P","фитили за гуми 5бр. в лента 10см","1","0","visible","фитили за гуми 5бр. в лента 10см. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!","фитили за гуми 5бр. в лента 10см
<h4>Характеристики</h4>
<ul>
	
	<li>Дължина на фитила 10см</li>
	<li>Поставя се без допълнително лепило</li>
	<li>Високо качество на изработка</li>
	<li><strong>В една кутия има 12 ленти</strong></li>
	<li><strong><span style=""color: #ff0000;"">Цената е за 1 брой лента от 5 броя фитили !</span></strong></li>
</ul>","","","taxable","","1","","","0","0","","","","","1","","","1","Аксесоари, Аксесоари > Компресори и помпи","","","https://carszona.com/wp-content/uploads/2022/05/carsz.jpg","","","","","","","","","0","a:3:{i:0;s:8:""pa_phone"";i:1;s:8:""pa_ekont"";i:2;s:9:""pa_speedy"";}","Производител","Universal","1","1","Телефон за поръчки","088-595-6256","1","1","Доставка с Еконт","Да","1","1","Доставка със Спиди","Да","1","1","1","0","default","1650192542","1650192558","1650192558","2021-01-07","63","885","фитили за гуми 5бр. в лента 10см","фитили за гуми 5бр. в лента 10см. Открийте най-качествените автоаксесоари в онлайн магазин CarsZona. Разгледайте нашата гама от предложения. Пазарувайте лесно и изгодно!"
